Symbol,Signal,Type,EntryTime,Macro,Phase,PnL_USD,ExitReason
ADAUSDT,RsiReversionShort,SHORT,2025-08-12T21:00:00.000Z,FLAT,TRAIN,-1.32,STOP
ADAUSDT,RsiReversionShort,SHORT,2025-08-13T04:00:00.000Z,FLAT,TRAIN,-1.57,STOP
ADAUSDT,RsiReversionShort,SHORT,2025-08-13T11:00:00.000Z,FLAT,TRAIN,-0.67,STOP
ADAUSDT,RsiReversionLong,LONG,2025-08-19T20:00:00.000Z,FLAT,TRAIN,-1.31,STOP
ADAUSDT,RangeBreakoutShort,SHORT,2025-08-19T23:00:00.000Z,FLAT,TRAIN,-2.41,STOP
ADAUSDT,RangeBreakoutShort,SHORT,2025-08-21T17:00:00.000Z,FLAT,TRAIN,-3.14,STOP
ADAUSDT,RangeBreakoutShort,SHORT,2025-08-24T06:00:00.000Z,FLAT,TRAIN,-2.25,STOP
ADAUSDT,RsiReversionLong,LONG,2025-08-25T21:00:00.000Z,FLAT,TRAIN,-0.79,STOP
ADAUSDT,RsiReversionLong,LONG,2025-08-29T09:00:00.000Z,FLAT,TRAIN,2.23,TP1
ADAUSDT,RangeBreakoutShort,SHORT,2025-08-31T23:00:00.000Z,FLAT,TRAIN,-2.30,STOP
ADAUSDT,RangeBreakoutLong,LONG,2025-09-02T22:00:00.000Z,FLAT,TRAIN,-2.96,STOP
ADAUSDT,RangeBreakoutShort,SHORT,2025-09-04T14:00:00.000Z,FLAT,TRAIN,-1.89,STOP
ADAUSDT,RangeBreakoutLong,LONG,2025-09-05T07:00:00.000Z,FLAT,TRAIN,4.03,TP1
ADAUSDT,RangeBreakoutShort,SHORT,2025-09-21T09:00:00.000Z,FLAT,TRAIN,3.75,TP1
ADAUSDT,RsiReversionLong,LONG,2025-09-22T03:00:00.000Z,FLAT,TRAIN,-1.43,STOP
ADAUSDT,RangeBreakoutShort,SHORT,2025-10-09T08:00:00.000Z,FLAT,TRAIN,8.25,TP2
ADAUSDT,RangeBreakoutLong,LONG,2025-10-26T09:00:00.000Z,FLAT,TRAIN,-2.51,STOP
ADAUSDT,RsiReversionLong,LONG,2025-11-11T22:00:00.000Z,FLAT,TRAIN,2.88,TP1
ADAUSDT,RsiReversionLong,LONG,2025-11-13T21:00:00.000Z,FLAT,TRAIN,2.22,TP1
ADAUSDT,RangeBreakoutLong,LONG,2025-11-30T13:00:00.000Z,FLAT,TRAIN,-2.24,STOP
ADAUSDT,RsiReversionLong,LONG,2025-12-01T01:00:00.000Z,FLAT,TRAIN,-0.94,STOP
ADAUSDT,RsiReversionLong,LONG,2025-12-01T05:00:00.000Z,FLAT,TRAIN,-0.90,STOP
ADAUSDT,RsiReversionLong,LONG,2025-12-01T07:00:00.000Z,FLAT,TRAIN,-2.16,STOP
ADAUSDT,RangeBreakoutShort,SHORT,2025-12-05T09:00:00.000Z,FLAT,TRAIN,-2.82,STOP
ADAUSDT,RsiReversionShort,SHORT,2025-12-09T19:00:00.000Z,FLAT,TRAIN,3.27,TP1
ADAUSDT,RsiReversionLong,LONG,2025-12-12T17:00:00.000Z,FLAT,TRAIN,-1.51,STOP
ADAUSDT,RsiReversionLong,LONG,2025-12-21T14:00:00.000Z,FLAT,TRAIN,3.30,TP2
ADAUSDT,RangeBreakoutLong,LONG,2025-12-22T14:00:00.000Z,FLAT,TRAIN,-2.69,STOP
ADAUSDT,RangeBreakoutShort,SHORT,2025-12-23T13:00:00.000Z,FLAT,TRAIN,4.09,TP1
ADAUSDT,RangeBreakoutShort,SHORT,2025-12-31T15:00:00.000Z,FLAT,TRAIN,-2.98,STOP
ADAUSDT,RangeBreakoutShort,SHORT,2026-01-10T06:00:00.000Z,FLAT,TEST,-1.58,STOP
ADAUSDT,RangeBreakoutLong,LONG,2026-01-11T12:00:00.000Z,FLAT,TEST,-1.75,STOP
ADAUSDT,RangeBreakoutShort,SHORT,2026-01-12T13:00:00.000Z,FLAT,TEST,-2.77,STOP
ADAUSDT,RsiReversionShort,SHORT,2026-01-13T17:00:00.000Z,FLAT,TEST,-1.48,STOP
ADAUSDT,RsiReversionShort,SHORT,2026-01-13T23:00:00.000Z,FLAT,TEST,2.52,TP1
ADAUSDT,RsiReversionLong,LONG,2026-01-15T19:00:00.000Z,FLAT,TEST,-1.14,STOP
ADAUSDT,RangeBreakoutShort,SHORT,2026-01-16T15:00:00.000Z,FLAT,TEST,-3.02,STOP
ADAUSDT,RangeBreakoutLong,LONG,2026-01-17T14:00:00.000Z,FLAT,TEST,-1.80,STOP
ADAUSDT,RangeBreakoutShort,SHORT,2026-01-18T14:00:00.000Z,FLAT,TEST,-1.36,STOP
ADAUSDT,RsiReversionLong,LONG,2026-01-19T02:00:00.000Z,FLAT,TEST,-1.49,STOP
ADAUSDT,RangeBreakoutLong,LONG,2026-01-27T16:00:00.000Z,FLAT,TEST,-2.83,STOP
ADAUSDT,RangeBreakoutShort,SHORT,2026-01-29T11:00:00.000Z,FLAT,TEST,3.31,TP1
ADAUSDT,RsiReversionLong,LONG,2026-01-29T16:00:00.000Z,FLAT,TEST,-2.22,STOP
ADAUSDT,RsiReversionLong,LONG,2026-01-29T19:00:00.000Z,FLAT,TEST,-1.43,STOP
ADAUSDT,RangeBreakoutLong,LONG,2026-02-13T15:00:00.000Z,FLAT,TEST,4.85,TP1
ADAUSDT,RangeBreakoutShort,SHORT,2026-02-19T13:00:00.000Z,FLAT,TEST,-2.55,STOP
ADAUSDT,RangeBreakoutLong,LONG,2026-02-20T09:00:00.000Z,FLAT,TEST,-2.38,STOP
ADAUSDT,RsiReversionShort,SHORT,2026-02-20T16:00:00.000Z,FLAT,TEST,3.87,TP1
ADAUSDT,RangeBreakoutShort,SHORT,2026-02-22T12:00:00.000Z,FLAT,TEST,4.58,TP2
ADAUSDT,RsiReversionLong,LONG,2026-02-23T02:00:00.000Z,FLAT,TEST,2.56,TP1
ADAUSDT,RsiReversionLong,LONG,2026-03-03T10:00:00.000Z,FLAT,TEST,-0.91,STOP
ADAUSDT,RsiReversionLong,LONG,2026-03-03T12:00:00.000Z,FLAT,TEST,-1.31,STOP
ADAUSDT,RsiReversionLong,LONG,2026-03-03T15:00:00.000Z,FLAT,TEST,-1.65,STOP
ADAUSDT,RsiReversionShort,SHORT,2026-03-04T16:00:00.000Z,FLAT,TEST,2.87,TP1
ADAUSDT,RangeBreakoutShort,SHORT,2026-03-06T13:00:00.000Z,FLAT,TEST,5.37,TP1
ADAUSDT,RsiReversionShort,SHORT,2026-03-10T15:00:00.000Z,FLAT,TEST,2.02,TP1
ADAUSDT,RangeBreakoutLong,LONG,2026-04-03T05:00:00.000Z,FLAT,TEST,4.14,TP1
ADAUSDT,RsiReversionShort,SHORT,2026-04-06T03:00:00.000Z,FLAT,TEST,2.18,TP1
ADAUSDT,RsiReversionLong,LONG,2026-04-07T08:00:00.000Z,FLAT,TEST,-0.87,STOP
ADAUSDT,RsiReversionLong,LONG,2026-04-07T11:00:00.000Z,FLAT,TEST,-0.80,STOP
ADAUSDT,RsiReversionLong,LONG,2026-04-07T12:00:00.000Z,FLAT,TEST,3.47,TP2
ADAUSDT,RsiReversionShort,SHORT,2026-04-08T00:00:00.000Z,FLAT,TEST,4.66,TP1
ADAUSDT,RangeBreakoutShort,SHORT,2026-04-12T08:00:00.000Z,FLAT,TEST,-1.84,STOP
ADAUSDT,RsiReversionShort,SHORT,2026-04-15T20:00:00.000Z,FLAT,TEST,-1.45,STOP
ADAUSDT,RangeBreakoutShort,SHORT,2026-04-19T22:00:00.000Z,FLAT,TEST,-2.28,STOP
ADAUSDT,RangeBreakoutLong,LONG,2026-04-20T18:00:00.000Z,FLAT,TEST,-2.14,STOP
ADAUSDT,RangeBreakoutLong,LONG,2026-04-22T02:00:00.000Z,FLAT,TEST,-3.02,STOP
ADAUSDT,RangeBreakoutLong,LONG,2026-04-24T00:00:00.000Z,FLAT,TEST,-2.55,STOP
ADAUSDT,RangeBreakoutShort,SHORT,2026-04-27T15:00:00.000Z,FLAT,TEST,-1.86,STOP
ADAUSDT,RangeBreakoutLong,LONG,2026-04-29T03:00:00.000Z,FLAT,TEST,-1.42,STOP
ADAUSDT,RangeBreakoutLong,LONG,2026-05-01T03:00:00.000Z,FLAT,TEST,2.70,TP1
ADAUSDT,RangeBreakoutLong,LONG,2026-05-05T07:00:00.000Z,FLAT,TEST,4.37,TP1
ADAUSDT,RsiReversionLong,LONG,2026-05-15T14:00:00.000Z,FLAT,TEST,-1.23,STOP
ADAUSDT,RangeBreakoutShort,SHORT,2026-05-16T06:00:00.000Z,FLAT,TEST,4.33,TP1
ADAUSDT,RangeBreakoutShort,SHORT,2026-05-28T03:00:00.000Z,FLAT,TEST,-2.91,STOP
ADAUSDT,RangeBreakoutShort,SHORT,2026-05-31T14:00:00.000Z,FLAT,TEST,3.40,TP1
ADAUSDT,RsiReversionLong,LONG,2026-06-02T10:00:00.000Z,FLAT,TEST,-1.27,STOP
XRPUSDT,RangeBreakoutShort,SHORT,2025-07-01T19:00:00.000Z,FLAT,TRAIN,-2.46,STOP
XRPUSDT,RangeBreakoutLong,LONG,2025-07-02T15:00:00.000Z,FLAT,TRAIN,3.79,TP1
XRPUSDT,RsiReversionShort,SHORT,2025-07-03T11:00:00.000Z,FLAT,TRAIN,1.65,TP1
XRPUSDT,RangeBreakoutShort,SHORT,2025-07-04T06:00:00.000Z,FLAT,TRAIN,-1.68,STOP
XRPUSDT,RangeBreakoutLong,LONG,2025-07-06T10:00:00.000Z,FLAT,TRAIN,4.65,TP1
XRPUSDT,RsiReversionShort,SHORT,2025-07-09T13:00:00.000Z,FLAT,TRAIN,-1.81,STOP
XRPUSDT,RangeBreakoutLong,LONG,2025-07-09T19:00:00.000Z,FLAT,TRAIN,5.39,TP1
XRPUSDT,RsiReversionShort,SHORT,2025-07-11T03:00:00.000Z,FLAT,TRAIN,-1.01,STOP
XRPUSDT,RangeBreakoutLong,LONG,2025-07-11T09:00:00.000Z,FLAT,TRAIN,6.57,TP2
XRPUSDT,RangeBreakoutLong,LONG,2025-07-13T13:00:00.000Z,FLAT,TRAIN,-2.28,STOP
XRPUSDT,RsiReversionShort,SHORT,2025-07-14T05:00:00.000Z,FLAT,TRAIN,-1.91,STOP
XRPUSDT,RsiReversionShort,SHORT,2025-07-14T11:00:00.000Z,FLAT,TRAIN,-1.53,STOP
XRPUSDT,RsiReversionShort,SHORT,2025-07-14T15:00:00.000Z,FLAT,TRAIN,-3.01,STOP
XRPUSDT,RangeBreakoutLong,LONG,2025-07-16T17:00:00.000Z,FLAT,TRAIN,4.84,TP1
XRPUSDT,RsiReversionShort,SHORT,2025-07-17T11:00:00.000Z,FLAT,TRAIN,2.43,TP1
XRPUSDT,RsiReversionShort,SHORT,2025-07-17T13:00:00.000Z,FLAT,TRAIN,-1.77,STOP
XRPUSDT,RsiReversionShort,SHORT,2025-07-17T19:00:00.000Z,FLAT,TRAIN,-2.99,STOP
XRPUSDT,RsiReversionShort,SHORT,2025-07-17T22:00:00.000Z,FLAT,TRAIN,-2.43,STOP
XRPUSDT,RsiReversionShort,SHORT,2025-07-18T01:00:00.000Z,FLAT,TRAIN,3.69,TP1
XRPUSDT,RangeBreakoutLong,LONG,2025-07-20T08:00:00.000Z,FLAT,TRAIN,-2.81,STOP
XRPUSDT,RsiReversionLong,LONG,2025-07-23T14:00:00.000Z,FLAT,TRAIN,-2.69,STOP
XRPUSDT,RsiReversionLong,LONG,2025-07-23T17:00:00.000Z,FLAT,TRAIN,-2.66,STOP
XRPUSDT,RsiReversionLong,LONG,2025-07-23T23:00:00.000Z,FLAT,TRAIN,-2.79,STOP
XRPUSDT,RangeBreakoutLong,LONG,2025-07-26T05:00:00.000Z,FLAT,TRAIN,3.81,TP1
XRPUSDT,RangeBreakoutLong,LONG,2025-07-28T05:00:00.000Z,FLAT,TRAIN,-2.96,STOP
XRPUSDT,RsiReversionLong,LONG,2025-08-01T02:00:00.000Z,FLAT,TRAIN,-2.88,STOP
XRPUSDT,RsiReversionLong,LONG,2025-08-01T09:00:00.000Z,FLAT,TRAIN,2.28,TP1
XRPUSDT,RangeBreakoutLong,LONG,2025-08-06T15:00:00.000Z,FLAT,TRAIN,7.68,TP2
XRPUSDT,RsiReversionShort,SHORT,2025-08-07T23:00:00.000Z,FLAT,TRAIN,1.19,TP1
XRPUSDT,RangeBreakoutLong,LONG,2025-08-11T08:00:00.000Z,FLAT,TRAIN,-2.12,STOP
XRPUSDT,RangeBreakoutShort,SHORT,2025-08-11T19:00:00.000Z,FLAT,TRAIN,-2.77,STOP
XRPUSDT,RsiReversionShort,SHORT,2025-08-12T21:00:00.000Z,FLAT,TRAIN,-1.34,STOP
XRPUSDT,RangeBreakoutLong,LONG,2025-08-14T02:00:00.000Z,FLAT,TRAIN,-2.93,STOP
XRPUSDT,RangeBreakoutShort,SHORT,2025-08-14T10:00:00.000Z,FLAT,TRAIN,5.76,TP1
XRPUSDT,RsiReversionLong,LONG,2025-08-14T14:00:00.000Z,FLAT,TRAIN,-2.85,STOP
XRPUSDT,RsiReversionLong,LONG,2025-08-15T16:00:00.000Z,FLAT,TRAIN,2.49,TP1
XRPUSDT,RangeBreakoutShort,SHORT,2025-08-18T01:00:00.000Z,FLAT,TRAIN,4.51,TP1
XRPUSDT,RsiReversionLong,LONG,2025-08-25T21:00:00.000Z,FLAT,TRAIN,2.20,TP1
XRPUSDT,RangeBreakoutLong,LONG,2025-08-26T18:00:00.000Z,FLAT,TRAIN,-3.14,STOP
XRPUSDT,RangeBreakoutShort,SHORT,2025-08-29T07:00:00.000Z,FLAT,TRAIN,-3.14,STOP
XRPUSDT,RangeBreakoutShort,SHORT,2025-09-17T18:00:00.000Z,FLAT,TRAIN,-2.47,STOP
XRPUSDT,RangeBreakoutLong,LONG,2025-09-18T09:00:00.000Z,FLAT,TRAIN,-2.27,STOP
XRPUSDT,RangeBreakoutShort,SHORT,2025-09-19T03:00:00.000Z,FLAT,TRAIN,3.03,TP1
XRPUSDT,RangeBreakoutShort,SHORT,2025-10-21T04:00:00.000Z,FLAT,TRAIN,-3.12,STOP
XRPUSDT,RangeBreakoutShort,SHORT,2025-10-22T09:00:00.000Z,FLAT,TRAIN,-2.34,STOP
XRPUSDT,RangeBreakoutLong,LONG,2025-10-24T05:00:00.000Z,FLAT,TRAIN,4.33,TP1
XRPUSDT,RsiReversionShort,SHORT,2025-10-25T05:00:00.000Z,FLAT,TRAIN,-0.92,STOP
XRPUSDT,RangeBreakoutLong,LONG,2025-10-25T12:00:00.000Z,FLAT,TRAIN,3.83,TP1
XRPUSDT,RangeBreakoutLong,LONG,2025-11-09T23:00:00.000Z,FLAT,TRAIN,5.11,TP1
XRPUSDT,RsiReversionLong,LONG,2025-11-13T22:00:00.000Z,FLAT,TRAIN,-2.31,STOP
XRPUSDT,RsiReversionLong,LONG,2025-12-01T01:00:00.000Z,FLAT,TRAIN,-1.35,STOP
XRPUSDT,RangeBreakoutShort,SHORT,2025-12-04T18:00:00.000Z,FLAT,TRAIN,-2.68,STOP
XRPUSDT,RsiReversionShort,SHORT,2025-12-09T17:00:00.000Z,FLAT,TRAIN,2.84,TP1
XRPUSDT,RsiReversionLong,LONG,2025-12-11T04:00:00.000Z,FLAT,TRAIN,-1.52,STOP
XRPUSDT,RsiReversionLong,LONG,2025-12-11T15:00:00.000Z,FLAT,TRAIN,2.23,TP1
XRPUSDT,RsiReversionLong,LONG,2025-12-14T16:00:00.000Z,FLAT,TRAIN,-0.78,STOP
XRPUSDT,RangeBreakoutShort,SHORT,2025-12-14T23:00:00.000Z,FLAT,TRAIN,-1.10,STOP
XRPUSDT,RangeBreakoutLong,LONG,2025-12-20T08:00:00.000Z,FLAT,TRAIN,-1.94,STOP
XRPUSDT,RsiReversionLong,LONG,2025-12-23T09:00:00.000Z,FLAT,TRAIN,-0.92,STOP
XRPUSDT,RangeBreakoutShort,SHORT,2025-12-24T02:00:00.000Z,FLAT,TRAIN,-1.82,STOP
XRPUSDT,RangeBreakoutShort,SHORT,2025-12-25T22:00:00.000Z,FLAT,TRAIN,-1.82,STOP
XRPUSDT,RangeBreakoutLong,LONG,2025-12-29T01:00:00.000Z,FLAT,TRAIN,-1.68,STOP
XRPUSDT,RangeBreakoutShort,SHORT,2025-12-31T15:00:00.000Z,FLAT,TRAIN,-1.49,STOP
XRPUSDT,RangeBreakoutLong,LONG,2026-01-02T03:00:00.000Z,FLAT,TEST,3.30,TP2
XRPUSDT,RsiReversionShort,SHORT,2026-01-02T18:00:00.000Z,FLAT,TEST,-1.34,STOP
XRPUSDT,RsiReversionShort,SHORT,2026-01-02T22:00:00.000Z,FLAT,TEST,-1.15,STOP
XRPUSDT,RangeBreakoutLong,LONG,2026-01-11T14:00:00.000Z,FLAT,TEST,-1.13,STOP
XRPUSDT,RangeBreakoutShort,SHORT,2026-01-11T20:00:00.000Z,FLAT,TEST,-2.30,STOP
XRPUSDT,RsiReversionShort,SHORT,2026-01-13T20:00:00.000Z,FLAT,TEST,-1.16,STOP
XRPUSDT,RsiReversionShort,SHORT,2026-01-13T23:00:00.000Z,FLAT,TEST,-1.25,STOP
XRPUSDT,RsiReversionShort,SHORT,2026-01-14T02:00:00.000Z,FLAT,TEST,2.17,TP1
XRPUSDT,RangeBreakoutShort,SHORT,2026-01-16T15:00:00.000Z,FLAT,TEST,-1.93,STOP
XRPUSDT,RsiReversionLong,LONG,2026-01-19T02:00:00.000Z,FLAT,TEST,2.19,TP1
XRPUSDT,RangeBreakoutShort,SHORT,2026-01-27T13:00:00.000Z,FLAT,TEST,-1.60,STOP
XRPUSDT,RangeBreakoutLong,LONG,2026-01-27T20:00:00.000Z,FLAT,TEST,-2.49,STOP
XRPUSDT,RangeBreakoutShort,SHORT,2026-01-29T02:00:00.000Z,FLAT,TEST,7.30,TP2
XRPUSDT,RangeBreakoutShort,SHORT,2026-02-11T04:00:00.000Z,FLAT,TEST,-2.70,STOP
XRPUSDT,RsiReversionShort,SHORT,2026-02-13T17:00:00.000Z,FLAT,TEST,-1.30,STOP
XRPUSDT,RangeBreakoutLong,LONG,2026-02-14T08:00:00.000Z,FLAT,TEST,5.12,TP1
XRPUSDT,RangeBreakoutShort,SHORT,2026-02-22T12:00:00.000Z,FLAT,TEST,2.42,TP1
XRPUSDT,RangeBreakoutShort,SHORT,2026-02-23T00:00:00.000Z,FLAT,TEST,-2.78,STOP
XRPUSDT,RsiReversionLong,LONG,2026-02-28T07:00:00.000Z,FLAT,TEST,-1.29,STOP
XRPUSDT,RsiReversionShort,SHORT,2026-03-01T03:00:00.000Z,FLAT,TEST,2.31,TP1
XRPUSDT,RsiReversionShort,SHORT,2026-03-04T10:00:00.000Z,FLAT,TEST,-1.78,STOP
XRPUSDT,RsiReversionShort,SHORT,2026-03-04T16:00:00.000Z,FLAT,TEST,3.30,TP1
XRPUSDT,RangeBreakoutShort,SHORT,2026-03-06T12:00:00.000Z,FLAT,TEST,2.75,TP1
XRPUSDT,RangeBreakoutShort,SHORT,2026-03-08T16:00:00.000Z,FLAT,TEST,-2.26,STOP
XRPUSDT,RangeBreakoutLong,LONG,2026-03-10T02:00:00.000Z,FLAT,TEST,3.78,TP1
XRPUSDT,RangeBreakoutShort,SHORT,2026-03-21T23:00:00.000Z,FLAT,TEST,-2.53,STOP
XRPUSDT,RangeBreakoutShort,SHORT,2026-03-26T05:00:00.000Z,FLAT,TEST,3.83,TP1
XRPUSDT,RangeBreakoutShort,SHORT,2026-04-02T01:00:00.000Z,FLAT,TEST,-2.29,STOP
XRPUSDT,RsiReversionShort,SHORT,2026-04-08T00:00:00.000Z,FLAT,TEST,-2.40,STOP
XRPUSDT,RangeBreakoutLong,LONG,2026-04-22T05:00:00.000Z,FLAT,TEST,-2.05,STOP
XRPUSDT,RangeBreakoutLong,LONG,2026-04-24T01:00:00.000Z,FLAT,TEST,-1.36,STOP
XRPUSDT,RangeBreakoutLong,LONG,2026-04-24T15:00:00.000Z,FLAT,TEST,-1.83,STOP
XRPUSDT,RangeBreakoutLong,LONG,2026-04-27T00:00:00.000Z,FLAT,TEST,-1.54,STOP
XRPUSDT,RangeBreakoutShort,SHORT,2026-04-27T12:00:00.000Z,FLAT,TEST,1.30,TP1
XRPUSDT,RangeBreakoutShort,SHORT,2026-04-27T15:00:00.000Z,FLAT,TEST,-2.21,STOP
XRPUSDT,RsiReversionShort,SHORT,2026-05-04T05:00:00.000Z,FLAT,TEST,-1.03,STOP
XRPUSDT,RangeBreakoutLong,LONG,2026-05-10T15:00:00.000Z,FLAT,TEST,3.45,TP1
XRPUSDT,RangeBreakoutLong,LONG,2026-05-17T10:00:00.000Z,FLAT,TEST,-1.07,STOP
XRPUSDT,RsiReversionLong,LONG,2026-05-18T08:00:00.000Z,FLAT,TEST,-0.92,STOP
XRPUSDT,RsiReversionLong,LONG,2026-05-18T11:00:00.000Z,FLAT,TEST,-1.35,STOP
XRPUSDT,RangeBreakoutShort,SHORT,2026-05-31T14:00:00.000Z,FLAT,TEST,2.68,TP1
XRPUSDT,RangeBreakoutShort,SHORT,2026-06-01T13:00:00.000Z,FLAT,TEST,2.91,TP1
XRPUSDT,RangeBreakoutShort,SHORT,2026-06-14T12:00:00.000Z,FLAT,TEST,-1.25,STOP
XRPUSDT,RsiReversionShort,SHORT,2026-06-15T00:00:00.000Z,FLAT,TEST,-0.74,STOP
XRPUSDT,RsiReversionShort,SHORT,2026-06-15T04:00:00.000Z,FLAT,TEST,-0.98,STOP
XRPUSDT,RangeBreakoutLong,LONG,2026-06-15T10:00:00.000Z,FLAT,TEST,3.30,TP1
XRPUSDT,RangeBreakoutShort,SHORT,2026-06-17T08:00:00.000Z,FLAT,TEST,4.24,TP1
XRPUSDT,RsiReversionLong,LONG,2026-06-18T16:00:00.000Z,FLAT,TEST,-1.58,STOP
XRPUSDT,RangeBreakoutShort,SHORT,2026-06-23T04:00:00.000Z,FLAT,TEST,2.89,TP1
